d1,d2,d3,d4,d5
-342439,960762,100056,441616,350803
-417147,-471580,-234522,57647,-907791
436130,968142,-577359,-524216,-507741
589577,-509550,314649,944189,506550
77622,453303,480909,-943644,314944
-338511,645521,-420225,926848,614963
-457602,-409272,-392963,237294,-440649
51705,755269,-1042317,305301,-816819
-692381,-460869,-967055,-887948,105375
241799,-317005,7453,467998,-237902
-894855,-431475,674851,95133,255748
-659292,296865,430676,862833,-463261
747978,-669645,128061,-982433,-442992
-143258,558856,-864389,-257204,-318418
129188,794918,-897567,-547321,-189782
-236471,-914621,6783,801125,-310614
-509635,351191,-928151,-1030198,-241123
-108401,-565036,666260,-954084,-115668
-321629,10752,887890,-965091,-234920
-466590,21676,831021,-502505,692011
1037291,543070,-405621,-705919,839154
478354,1045345,-631296,-583102,612425
-125753,12427,-24770,-56017,761685
935998,958959,-1000070,373029,320217
-331817,-1047304,729452,-170768,386003
723970,493525,-1047239,725169,1041549
-781124,-349925,213827,-739091,-983875
269263,229693,-181516,-489109,-151061
-156701,-552295,963790,-369840,-62867
-931902,848982,-990276,-690651,-559031
-117218,-937134,-343316,-526047,1017582
-1044124,56886,662791,668199,-960588
-1022324,-1047500,-779427,-1014112,-879462
515715,126054,210381,-1023856,-384795
-149628,103241,-416262,-648713,-723921
-894522,571602,390640,781644,979265
-106628,-892684,-826894,-27556,546885
-802636,1029086,-75147,652202,573507
814269,-493209,-1002728,746743,-1005181
640421,-783142,-817518,146420,-574613
-876871,128206,-152132,361606,-754349
572191,-549749,170669,-952065,-526030
976030,815277,30163,41048,-708994
653084,-434712,825064,-386091,-20575
-526954,-129664,232423,-64084,-600424
895236,750289,-923055,86136,-836342
301892,-65354,495420,72454,-939237
-225475,-55827,739348,823912,684898
-836262,1044381,-111046,353539,-515739
-851673,18238,-415603,-477420,-774842
412601,-556342,191549,540181,866799
-938036,956098,-913126,115632,734797
258664,627226,-614725,192283,-287747
-268962,-780077,-702405,-91483,1007432
-36780,-117195,701193,-365467,634596
951563,100730,-913542,103746,-962650
-48914,206001,-345946,874835,99936
-194316,692218,-310568,618259,643372
376746,-251923,-401463,774781,132650
-1031122,347542,723614,186114,613886
-5365,582594,-564258,-296386,1013428
128241,-267574,200427,165455,-72294
-278315,-381426,-239681,706802,98291
944678,-811175,462209,882474,900333
912931,80345,-341537,843891,-91385
-40261,-361612,-674257,972115,734391
-56164,930290,-383405,287393,-347640
1017198,-968672,573041,312566,33665
407347,467366,76046,-251528,-687993
971982,564776,332687,424697,561512
-704850,1038222,352843,-856585,-621787
-350847,-650013,-998877,244930,-351548
954214,-451800,187398,-920202,-459129
-298258,-21389,533920,-669308,843418
537598,807686,-250247,-919310,620518
853799,564932,-838846,684165,-915256
-529082,421139,-614976,-846127,446331
-908825,490157,-917653,825433,650615
-618031,971563,262435,526831,236829
-930192,910927,-444406,-287074,-763885
-321681,-667065,313490,323344,998934
-818131,-716898,-185788,-983699,635704
744486,732714,-536088,677549,630429
-344621,-68536,-792072,1032730,743299
-519013,-998012,284531,-390192,503183
679793,946784,84548,72415,-532540
702998,-472384,-744502,744672,-672890
-358689,527396,228456,518583,813906
-883751,-765755,1021939,509567,-90478
-398955,343528,265448,-1009781,959073
-890835,-50360,-754635,-293242,741184
632296,-135047,161763,931807,767963
963538,398311,-942197,934697,-958438
639237,-803388,194094,693181,63266
682800,399067,93843,357128,-555208
-759914,640615,-112472,742603,61725
211430,400543,-176316,-505467,-500331
-948191,212582,-362266,406795,-440915
-719575,406098,-790377,-255792,-809516
748545,598367,644592,-69526,281203
-907173,704105,-744677,180966,-1017914
599060,-81205,197824,-614524,478266
559228,117903,-474163,-772377,-382137
-19066,580035,133205,746583,590535
633083,-241595,913751,386701,693890
183828,144144,657079,29665,347736
-445379,-955645,184324,691768,-624299
83009,301970,360667,-235357,-304599
229321,-168496,-96704,806393,1024110
558329,-802021,124529,779295,-358853
-346423,-908855,152193,222152,-418481
-904181,1040104,-319075,-394930,-971787
-770366,-435898,222282,482203,170849
-976064,-768334,-47299,-927849,528227
532648,1025185,759519,-352407,375757
514865,282300,-86702,1041168,-721375
-853983,-762889,-112875,-901883,-834135
635063,-187717,-960507,600124,-425840
846960,-897849,-472120,-48471,206392
-655488,-981261,-674058,-1031647,-426370
371157,702773,329633,-168821,-711560
739384,-88798,358497,929384,179960
-33919,-385207,665094,984343,-815732
-914883,-110743,796713,891548,1035993
857047,965532,102513,-165824,304295
248456,698541,504411,-946120,879472
-893945,-488702,358517,551159,176551
65670,743337,131845,341046,634224
-277362,-61381,-153453,244291,813945
-993522,-687553,976713,-655646,646453
-678218,-259036,375119,202489,-619984
901598,-35453,600052,-291724,116432
226056,32605,1039899,727410,353663
76692,-985006,-63769,-551261,-9588
-378263,318510,141433,-811401,-482878
-992290,-1043650,79546,1025363,-565889
315467,-124905,-649343,878441,-309079
-783539,-681641,-927782,-1042006,51889
-773694,-256969,-413678,-35473,716824
379023,542716,-867022,-358031,786098
168033,886071,49446,-323902,-689939
-198431,388107,-684175,-864195,-926801
571113,309161,243684,-886982,-348475
-609739,73416,832345,662048,-729818
-839145,800480,846495,-980452,-1854
666970,-1021601,-639209,633568,-454171
1039571,269234,443357,408487,399648
831548,927670,-690986,-759264,459015
503579,757882,-716047,-136083,-831025
653310,-842509,336667,-263633,555829
566264,-368840,178399,11836,458843
181609,-15922,431027,-836749,917842
160263,375801,-436463,385887,20313
926398,-167804,-783264,749621,867516
679056,99588,-251658,267457,-134090
-719957,844747,-118966,-346275,551109
597687,-289869,632320,82254,-540033
-741095,-841688,559811,136826,801717
-942927,244892,836475,613593,731834
517377,-88368,459583,739195,189992
355246,73060,-60419,-179945,-724587
-717832,-931421,-452594,-837361,-898738
-326303,58870,-780984,728148,-1046403
-193,-768213,951564,325030,276718
-882999,-978275,-754345,267441,964785
814678,-846999,103141,14731,223951
665417,53222,972025,1028499,-310377
-740158,694437,-575835,7158,775662
-1023421,-818510,-745824,-571755,715957
534855,-716085,588071,510670,-877322
-781739,-523147,-524472,212831,-129916
458281,-628149,627042,-969855,-1044744
628250,418347,-315300,754482,-762399
692088,-362250,-583520,1020314,-547410
566801,-270818,353244,639656,-1048208
-810426,-209965,300236,-426387,-436181
1041606,515404,82947,-981765,-250173
-279736,-1026883,183930,339694,591887
622972,-57092,-206899,500689,-393612
-327804,-571028,-367535,1045109,-751498
230616,235106,896926,502173,-813664
-503945,116469,-877390,-400312,-869497
884035,305898,-286111,503640,-909530
-1036574,-876579,-512946,-326372,121342
634939,491221,542555,-440817,-845403
209017,54246,-755629,-66633,671586
395367,665467,-972405,913020,406924
963438,413225,-751077,-41594,-319835
-824952,149675,-40966,-298359,-157025
-594577,270840,973045,523652,80972
876594,-711206,-642483,-168333,-840794
823930,391377,34647,-793893,719778
-735791,-615217,749618,-375131,-207270
879828,661555,622462,975799,-318462
-738648,231416,-560736,-901932,371415
428714,-529060,896235,-439321,-910716
-554909,804899,975574,87469,518891
-120727,-753662,171019,859976,507016
1034794,59803,-590067,699588,931403
623352,718739,428691,589957,289410
936198,-178179,-335787,901922,873404
-892293,693178,-970609,-884093,192584
680934,-808906,689460,835257,-476482
-651170,-548955,962037,337448,-330021
-34360,-681780,-837368,-550848,-112336
162553,-293441,988406,232173,-779967
-1007741,715010,549059,58471,-588227
684528,901923,-325265,-594562,136270
1009984,-971845,-539749,157876,-720532
-781651,32787,30735,-437136,818110
-657975,611823,-896422,-107361,1024155
671115,-7249,-382292,257121,-547747
-782007,-170566,385437,-29398,-641921
719706,332980,646796,-132888,18011
345704,829333,-219347,600434,-781422
-415814,931897,1006789,729811,210998
953110,-343993,-610076,-734264,994974
1010195,-258703,213603,-648226,104047
-602479,873275,377103,378159,-291965
701026,875102,-803366,172200,-588800
895925,253791,-76080,215208,-350762
-146077,261126,-168974,1012523,998336
653707,37820,326146,-56050,427890
-311772,955087,226609,-395818,-141672
864270,-920043,152188,846872,658634
-826465,-245210,-545409,-831890,-762974
-34833,772611,187660,-276182,26850
762941,53642,-159202,785019,870650
-940328,-652561,584175,-179805,-958727
-930689,-713519,229689,69654,741907
58053,-450853,-926428,-808991,-408643
-186334,-292042,451980,-140015,173886
-642494,969789,736282,614500,672409
446747,577478,-115402,284874,699830
-933908,167382,-678986,510858,-860769
1017653,-18176,767560,-527336,-172588
-181221,1024021,693944,117759,-829380
-293519,830841,-714937,-750887,59122
-366253,-111931,-292171,-601354,579290
94103,181919,-1047019,359744,630702
244476,-908817,-1032478,462682,1039985
-955476,-561926,-270495,617635,-305718
128678,295422,-629027,134826,-540404
-160158,930177,857632,68792,-112642
908812,756496,214665,-282725,-963069
-799511,-180916,-1032323,740886,-554686
917399,558978,-80342,1011326,937770
852074,-544235,-52639,-657450,-28504
125045,103774,795784,-1043887,-685315
828886,780868,-954523,-681243,366063
91950,-673952,-855662,-193886,733036
-728648,-314654,889249,668813,670033
-675068,-808584,360038,-49235,-388721
166785,-232556,108883,-392619,710062
107525,-104956,-682474,999768,806628
161528,-156242,-553435,474793,-213965
-733434,-318395,248870,685860,319216
666247,-779208,887561,272501,-149722
791902,-1020207,-64984,332575,-560986
-830798,549617,162546,954160,341457
-95643,-99579,647632,583551,896564
-857548,-204007,628382,522023,-97207
399409,-235925,986415,349515,-607444
-355368,279651,899157,576086,-772105
192329,262965,-840205,464017,395592
814202,211397,-863566,423019,-209330
-314168,-793309,-929353,-755032,238801
-29571,565007,-650926,-59636,-272239
6707,-781816,-199017,224798,-910229
69965,10873,770733,-706508,-832726
-177870,947362,-184268,-937975,1041250
174867,870141,512662,-407221,968272
-823137,859193,-762920,430175,255726
588930,247425,916874,28251,-609937
631097,-856063,-710978,-320455,519103
-375035,34148,-720282,1002087,-1039108
-950093,-170143,-770197,449878,967430
1028447,-553517,-22999,446935,538831
-739713,112725,165809,-1025994,688344
-759562,600013,764283,467003,-457311
-980392,948520,802979,925375,183618
-121721,962386,-666480,-212575,1041799
709429,-988144,-895758,-823173,-56579
795390,-29967,-236454,176757,-445927
-90739,71827,-306862,338416,-547865
447178,516303,-243066,-116033,2189
-329155,-223806,-60012,-440917,24354
-297563,-210125,289250,-548607,500927
-135479,1023073,1008248,809105,640123
376748,237944,-835614,-849433,284576
-852771,-859955,-686309,151270,563516
156038,289013,-562543,231910,-742207
546470,167773,-531173,54174,-533465
-213450,-597522,158964,-536126,915195
756039,645921,274214,930802,-443761
1036412,963848,558210,-177718,839894
-679415,618003,-67568,967289,-452918
-6838,747221,-547374,-693330,-35452
924443,867195,656198,930505,-108150
-494217,-739414,708479,191973,660761
516942,-701302,166086,-702205,-857133
-83809,-788748,119810,38604,-695885
-599042,-422538,516127,-807062,274960
-653104,-864808,-849856,86208,-553819
597693,-542197,378065,263947,-138322
-133458,976032,319399,811149,-820675
-600144,871986,-169526,427754,-515637
-755171,-426225,-1041930,-216324,-156385
-26673,-1034271,624924,-527826,192543
324508,-368643,1030252,-737373,851368
196782,-730808,240034,585982,-393926
-276054,-281744,147234,1003617,-373115
-329348,480283,-374368,134703,63016
189699,3777,-248201,-397439,250659
835991,-301686,172709,-482664,-525693
574855,-783487,-890660,422444,283833
775026,-155138,-717069,918925,-388266
-501482,487375,-113777,-599045,206649
-61950,46401,155744,487243,-614592
-1028805,-77543,381810,-174571,669906
884598,305846,-634554,-644005,683958
709180,582954,126423,840826,-819356
-797580,-234808,-115956,-348691,-703849
-34534,-631194,819281,309635,-348243
557414,-134414,-435320,321751,860823
-895396,-219420,-41686,541663,-1015803
1010390,529019,82249,-68002,799023
517829,698784,296561,255364,-252092
-73231,488600,-973985,484444,-132752
-256964,864391,480511,-298304,542975
486170,-767021,-772183,131270,909168
-158757,219412,-739121,591694,-401363
918216,422514,161370,301614,779009
-625646,-525165,954913,118448,-63126
-313691,873658,-786181,401164,546740
-378485,-105190,-519254,-340964,-305537
982530,54579,-422591,592750,-1029931
882629,436401,-152045,-597179,408533
77858,123155,-484308,699134,-763146
93488,-606113,-101768,271877,-155170
-913483,640578,-345361,-502629,21404
-936388,18859,-128297,1004804,762371
-544118,149207,-693726,-922929,-194477
972195,758865,245254,-634008,-484486
156912,627033,1021380,-946260,415230
-33551,-1038978,379210,284571,-607375
-764247,-158032,-520096,-747316,670940
-314487,339776,480278,-489415,638714
931358,539300,629560,-238895,-561857
10657,752876,-335513,-664725,499447
-670171,-87869,957781,-344358,-200884
-1046490,660620,653711,590885,869369
-307789,-53397,826790,-416175,270599
-532393,55815,297932,-573004,1045444
274403,-184194,58932,45844,231872
-597616,1046201,-742465,-965003,-419158
-417908,226411,-726808,431358,-703554
1037367,68926,-954837,-677659,877712
316479,305404,201238,379958,-208558
675754,-725507,544001,803187,-364715
766621,341863,322004,630351,873543
-858358,9880,777415,-615412,-410127
469328,-224915,-63285,459977,-256190
193983,215032,-727355,-428646,50906
116502,-229201,-357366,78383,-921752
-739750,-575236,-533690,-568134,981497
913085,-1008028,-124050,538312,496536
-682058,628593,-68161,-299899,972011
-285451,-508245,54157,-756820,694251
563835,537408,647928,-369947,-1036279
-885971,785705,64143,507318,-61085
-349736,236412,752260,-126858,680289
740913,-914585,526577,671972,-112926
-224019,108700,-241084,-788813,-766081
-716001,485284,-211885,-396534,-633847
21403,-982519,-257093,-444352,949056
77615,598878,390748,94754,260333
-689739,485920,-388707,695647,666252
456565,-419725,-730572,826782,-295429
885757,-876547,604149,-867027,764172
-757687,1029253,-798025,511431,-357011
-12167,-775121,-345196,-630326,297840
-168464,103352,-61064,771338,68406
596614,-661339,-781919,555687,802230
-218550,142828,-860969,-282755,-916440
852479,407741,52921,-944368,427783
773472,-61290,-635737,81037,607524
-464187,-956292,-583735,-370379,-405942
-848695,-691327,955879,-797260,-825844
202759,-919651,-495129,-111725,744369
754120,-202617,813004,-55173,-223264
-80523,808600,-159225,781415,-796443
-41444,-604505,-465176,-100577,-412759
157047,618830,-537707,-95895,-320457
-720169,-520973,-614816,382518,508876
731466,-63990,-396075,-743875,356457
599824,475331,-661240,538606,477501
-740215,-913461,-95994,-246524,1037244
-353444,-715154,-504615,651971,-444542
419739,641147,724093,-969402,175407
401792,-75661,-318361,884342,-442325
995483,-156051,739124,-414543,94179
357077,742779,-531583,845168,921396
-631591,-245672,-901004,71089,905694
-110110,327272,246261,348438,724253
85962,258291,756953,73913,-694818
-56449,-1005556,267971,-840062,752113
-337819,634590,990020,292377,1044379
905591,499926,-300695,-984298,-943520
558901,-501805,-952183,-623119,1005873
-981936,723696,1006166,868612,439373
-527665,-332642,-507749,-871164,431193
245009,934433,-14826,-443084,791437
-615428,686327,-710664,-205049,-208104
-450401,-778854,470411,-879477,-547749
834454,496970,581006,836139,-764482
659641,-10597,-422291,384600,-715281
807573,251295,112971,-236590,-901112
-808642,167012,-1004508,-184853,272001
-2120,-1005645,-1045885,-921131,-967614
-651761,372292,-561296,-874905,749027
-980653,150497,-35098,-334784,-253897
278210,-108456,-160374,-25623,660141
-955815,-404129,-953367,-907279,4959
